iter	Logloss
349	0.3255173683
350	0.3255008822
351	0.3253834562
352	0.3252577796
353	0.325127228
354	0.3251064812
355	0.3250869323
356	0.3249692669
357	0.3248768253
358	0.3248575798
359	0.3248413795
360	0.3248133948
361	0.3246901902
362	0.3245728239
363	0.3245572873
364	0.3245094179
365	0.3244947831
366	0.3244790679
367	0.3244641948
368	0.3244471913
369	0.3244313661
370	0.3243571182
371	0.3243039377
372	0.3242877905
373	0.324223356
374	0.3241456121
375	0.3241298908
376	0.3240702643
377	0.3239836618
378	0.3239690993
379	0.3238962286
380	0.3238757798
381	0.3237735619
382	0.323757328
383	0.3237417706
384	0.3237264376
385	0.3237117098
386	0.323655592
387	0.3236399773
388	0.3235726171
389	0.3234819336
390	0.3233844648
391	0.3233701986
392	0.3233550251
393	0.3231922888
394	0.3231731817
395	0.3231578518
396	0.3230852465
397	0.3229926797
398	0.3229730207
399	0.3229475122
400	0.3229058986
401	0.3228507572
402	0.3227662242
403	0.3226122131
404	0.3225442347
405	0.322474231
406	0.322459042
407	0.3224439552
408	0.3224289021
409	0.3224143804
410	0.3223879831
411	0.3223736773
412	0.3223590771
413	0.3223456123
414	0.3223316112
415	0.3222735574
416	0.3222542678
417	0.3221812908
418	0.3221606709
419	0.32205494
420	0.3219350433
421	0.3219216115
422	0.3219028692
423	0.3218882158
424	0.3218385911
425	0.3217903574
426	0.3217693376
427	0.3217239166
428	0.3216225517
429	0.321608073
430	0.3214770525
431	0.3213856438
432	0.3213716556
433	0.3213567524
434	0.3213426843
435	0.3213288966
436	0.3213105809
437	0.3212966628
438	0.3211372923
439	0.3211237625
440	0.3210792381
441	0.3209821119
442	0.3209680124
443	0.3209213248
444	0.3208111706
445	0.3207987994
446	0.3207851438
447	0.3207400972
448	0.3206569199
449	0.3205732143
450	0.3205544713
451	0.3205014404
452	0.3204878408
453	0.3204736997
454	0.320459827
455	0.3203726925
456	0.32035926
457	0.3203459166
458	0.3202134237
459	0.3201996659
460	0.320155446
461	0.3201371066
462	0.3200971512
463	0.3199800646
464	0.3199660572
465	0.3198382079
466	0.3197435282
467	0.3197232505
468	0.3197049622
469	0.3196912789
470	0.3196711963
471	0.3196406997
472	0.3195693545
473	0.3195022457
474	0.3194900598
475	0.3194725057
476	0.3193745741
477	0.319347319
478	0.3193054152
479	0.3192929089
480	0.3192539371
481	0.3192412772
482	0.3192234251
483	0.3191305119
484	0.3191174328
485	0.3190137869
486	0.3189718577
487	0.3189582052
488	0.3189320269
489	0.3189194887
490	0.3189064093
491	0.318893977
492	0.3188078929
493	0.3187852859
494	0.3187721654
495	0.3187594803
496	0.3187272378
497	0.3187140237
498	0.3187011867
499	0.3186646433
500	0.3186048545
501	0.3185661963
502	0.318554673
503	0.3185422756
504	0.3184848214
505	0.3184722545
506	0.3184257523
507	0.3182616231
508	0.3182483809
509	0.3182353559
510	0.3182226043
511	0.3182095885
512	0.3181981111
513	0.3181857016
514	0.3181660112
515	0.3180858975
516	0.317964677
517	0.3179523256
518	0.3179339861
519	0.3178122681
520	0.3177193453
521	0.3177067733
522	0.317609479
523	0.3175979806
524	0.3174909789
525	0.3174730579
526	0.3174452661
527	0.3174220066
528	0.3174092804
529	0.317341525
530	0.3173294548
531	0.3173040051
532	0.3172917788
533	0.3172805125
534	0.3172618694
535	0.3172151288
536	0.3171596796
537	0.3171470473
538	0.3170818857
539	0.3170646105
540	0.3170528109
541	0.316934024
542	0.3169222519
543	0.3169096477
544	0.3168065907
545	0.316793977
546	0.3166912374
547	0.3166793291
548	0.3166632536
549	0.3166516036
550	0.3166390037
551	0.3165868062
552	0.3165744311
553	0.3165379074
554	0.3164607765
555	0.3164493146
556	0.3164216426
557	0.3164096957
558	0.3163970088
559	0.3163861733
560	0.3163430914
561	0.3163311555
562	0.3162795678
563	0.3162123758
564	0.3162006968
565	0.316140312
566	0.316073584
567	0.3160458553
568	0.3160292831
569	0.3160178134
570	0.3160060515
571	0.3159872775
572	0.3159751647
573	0.3159637078
574	0.3159519066
575	0.3159406913
576	0.3159290301
577	0.315917424
578	0.3159053329
579	0.3158451398
580	0.3157984385
581	0.3157868972
582	0.3157333185
583	0.3157218501
584	0.3157033271
585	0.3156871287
586	0.3156687596
587	0.3156574626
588	0.315646572
589	0.315635443
590	0.3156179683
591	0.3156060441
592	0.3155953259
593	0.3155838899
594	0.3155379998
595	0.3154762388
596	0.3154243174
597	0.3154093542
598	0.3153973527
599	0.3153863586
600	0.3153272623
601	0.3153117117
602	0.3152328443
603	0.3152101832
604	0.3151771858
605	0.3151605367
606	0.3150518896
607	0.3150412937
608	0.3150304115
609	0.3150189618
610	0.3150073526
611	0.3149614026
612	0.3148951776
613	0.3148831593
614	0.3148714901
615	0.3148544909
616	0.3148431633
617	0.3148318651
618	0.314813505
619	0.3147682694
620	0.3147517672
621	0.3147409239
622	0.3146701303
623	0.3146057052
624	0.3145952622
625	0.3145849633
626	0.3145663057
627	0.3145366352
628	0.3145203819
629	0.3144466829
630	0.3144276893
631	0.3144181784
632	0.3144067665
633	0.3143961118
634	0.3143850599
635	0.3143564977
636	0.3143398739
637	0.3142969551
638	0.3142173732
639	0.314206637
640	0.3140801973
641	0.3140697674
642	0.3140583469
643	0.3140471684
644	0.3139861303
645	0.3139747744
646	0.3139054251
647	0.3138184706
648	0.3138076245
649	0.313796802
650	0.3137418447
651	0.3137256414
652	0.3137144732
653	0.3137031464
654	0.3136074364
655	0.3135971445
656	0.3135864184
657	0.313553396
658	0.3135426842
659	0.3135318329
660	0.3135216199
661	0.3134003871
662	0.3133847625
663	0.3133743178
664	0.3133054044
665	0.3131985325
666	0.3131883728
667	0.3131005844
668	0.3130761956
669	0.31305845
670	0.3130173387
671	0.3130072243
672	0.3129759001
673	0.3129353399
674	0.3129245318
675	0.3128626705
676	0.3128432535
677	0.3128327096
678	0.3128075732
679	0.3127907642
680	0.3127211851
681	0.3127105146
682	0.3126652038
683	0.3126298199
684	0.3125806466
685	0.3125661872
686	0.3125556279
687	0.3125450025
688	0.3125343644
689	0.3124457879
690	0.312374746
691	0.3123402452
692	0.3123296822
693	0.3122488936
694	0.3121587023
695	0.3121473683
696	0.3121328056
697	0.3120354024
698	0.3120255131
699	0.3120147879
700	0.3120046346
701	0.3118879344
702	0.3118564821
703	0.3118458418
704	0.3118057504
705	0.3117953755
706	0.3117676136
707	0.3117570309
708	0.3117461304
709	0.3117356135
710	0.311689243
711	0.311667162
712	0.3116563003
713	0.3116461898
714	0.3115455125
715	0.3115299805
716	0.3115191235
717	0.3114642812
718	0.3114485167
719	0.3114376512
720	0.3114210961
721	0.3114102201
722	0.3113270126
723	0.3113179117
724	0.3112888821
725	0.311243625
726	0.3111947338
727	0.3111850671
728	0.3111747378
729	0.3111266521
730	0.3111104221
731	0.3110053964
732	0.3109961755
733	0.3109854657
734	0.3109745746
735	0.3109595803
736	0.3109490365
737	0.3109384137
738	0.3108772635
739	0.3108557909
740	0.3108191
741	0.3107803285
742	0.3107565225
743	0.3107469042
744	0.3107109545
745	0.3106510493
746	0.3106158041
747	0.310605783
748	0.3105961035
749	0.310586496
750	0.3105764396
751	0.3105664467
752	0.3105564336
753	0.3105073394
754	0.310480882
755	0.3103897703
756	0.3103501442
757	0.3103397566
758	0.3102666581
759	0.3102565741
760	0.3102354965
761	0.3102250664
762	0.3101078339
763	0.3100979268
764	0.3100250842
765	0.3100153236
766	0.3100000206
767	0.3099894046
768	0.309977046
769	0.3099670068
770	0.3099125649
771	0.3099024654
772	0.309787433
773	0.3097369965
774	0.3097038899
775	0.3096753529
776	0.3095784332
777	0.309563837
778	0.3095073087
779	0.3094972274
780	0.3094869202
781	0.3094086297
782	0.3093805172
783	0.3093709756
784	0.3093292317
785	0.3092492341
786	0.3092392382
787	0.3092291064
788	0.3092189929
789	0.3092088073
790	0.3091991806
791	0.3091820491
792	0.3090776898
793	0.3090674512
794	0.3090521472
795	0.3090370379
796	0.3090095583
797	0.3089995211
798	0.3089408814
799	0.3088761426
800	0.3088663374
801	0.3088390969
802	0.3088248841
803	0.3087696044
804	0.3087597079
805	0.3087141384
806	0.3085921345
807	0.3085827968
808	0.3084679227
809	0.3084588722
810	0.308368244
811	0.3083250678
812	0.3083156246
813	0.3083063187
814	0.3082223543
815	0.3082067994
816	0.3081901907
817	0.308176504
818	0.3081083003
819	0.3080990277
820	0.3080242702
821	0.3079282888
822	0.30789809
823	0.3078554473
824	0.3078260277
825	0.307816174
826	0.3077982287
827	0.3077796914
828	0.3077696058
829	0.3077593406
830	0.3077072809
831	0.3076877037
832	0.3076783936
833	0.3076637528
834	0.3076537967
835	0.3076440509
836	0.3075694439
837	0.307526303
838	0.3075170822
839	0.3074095796
840	0.3073206325
841	0.307284777
842	0.3072248782
843	0.3072148977
844	0.3072053048
845	0.3071952212
846	0.3071804153
847	0.3071707173
848	0.3071608496
849	0.3071407094
850	0.3071307952
851	0.3071215852
852	0.3070757953
853	0.3070488293
854	0.3069212292
855	0.3069112797
856	0.3068960047
857	0.3068255019
858	0.3068157913
859	0.306806067
860	0.30678466
861	0.3067754156
862	0.3067611385
863	0.3067227493
864	0.3067129948
865	0.3067032424
866	0.3066941391
867	0.3066791438
868	0.3066068767
869	0.3065918788
870	0.3065826435
871	0.3065284351
872	0.3065192164
873	0.3064868146
874	0.3064680615
875	0.3064585959
876	0.3064493816
877	0.3064002405
878	0.3063897783
879	0.3063796096
880	0.3063646823
881	0.3063506963
882	0.3062864099
883	0.3062768976
884	0.3062672501
885	0.3062514598
886	0.3062421808
887	0.3062324756
888	0.3062231279
889	0.3061307836
890	0.3061220367
891	0.3061124191
892	0.3061028308
893	0.3060267284
894	0.3060110416
895	0.3060022111
896	0.3059926897
897	0.3059832477
898	0.3059170227
899	0.3058678125
900	0.3058148926
901	0.3058054042
902	0.3057958813
903	0.3057862357
904	0.305677166
905	0.3056654317
906	0.3056553045
907	0.3056460089
908	0.3056222502
909	0.3056125599
910	0.3055759826
911	0.305498163
912	0.3054890738
913	0.3054656312
914	0.3054215894
915	0.3054065623
916	0.3053973385
917	0.305387403
918	0.3053789276
919	0.3053701923
920	0.3053498
921	0.3053412508
922	0.3053006231
923	0.3052223233
924	0.3051317165
925	0.3051228424
926	0.3050918106
927	0.3050380935
928	0.305024972
929	0.30501016
930	0.3049124329
931	0.304903941
932	0.3048592757
933	0.3048504002
934	0.3048315716
935	0.3047575589
936	0.3047348549
937	0.3047018706
938	0.3046124996
939	0.3045991772
940	0.3045894895
941	0.3045445641
942	0.3045352441
943	0.3044673199
944	0.3044076384
945	0.3043779097
946	0.3043370514
947	0.3043155566
948	0.304227808
949	0.3042187267
950	0.3041258002
951	0.3041167999
952	0.3041077081
953	0.3040984236
954	0.3040904373
955	0.3040320971
956	0.3040169129
957	0.3040073858
958	0.3039984277
959	0.3039695616
960	0.3039246936
961	0.3038753099
962	0.3038626197
963	0.3038541723
964	0.30384473
965	0.3038341542
966	0.3037327727
967	0.3037179607
968	0.3037087022
969	0.3036995924
970	0.3036908869
971	0.3036648863
972	0.3036527509
973	0.3036445486
974	0.3036346031
975	0.3035671802
976	0.3035536506
977	0.3035448792
978	0.3035314594
979	0.303479778
980	0.303378492
981	0.3033693878
982	0.3033601945
983	0.3033509662
984	0.3032877652
985	0.3032798263
986	0.3032634332
987	0.3032158318
988	0.3032029377
989	0.3031938196
990	0.3031816607
991	0.3031516182
992	0.3031405135
993	0.3031316337
994	0.3030825348
995	0.3030589106
996	0.3030418721
997	0.3030239013
998	0.3030118851
999	0.3030028932
